105,Hydraulophone,wind.water,"Contemporary","Water-pressure based",,"C3-C6",127,high,127,medium,no,"water jet control","Modern invention","standing","Hydraulophone Research"
106,Glass.Armonica,friction.glass,"Western Classical","Tuned glass discs",,"C3-C7",0,high,96,high,no,"wet finger friction","Franklin invention","seated","Glass Music"
107,Serpent.Historical,brass.natural,"Western Classical","Various historical",,"C2-C5",1,medium,64,high,no,"early brass technique","Early music","standing","Historical Brass"
108,Ophicleide,brass.keyed,"Western Classical","Bass brass",,"C2-C5",1,medium,64,high,no,"keyed brass style","Romantic period","seated","Romantic Brass"
109,Sruti.Box,wind.reed.free,"Indian","Drone instrument",,"Variable",0,low,32,high,no,"drone control","Indian classical","floor placed","Indian Drone"
110,Sheng.Chinese,wind.reed.free,"Chinese","Multiple pipes",,"G3-G6",2,high,96,high,no,"polyphonic technique","Chinese traditional","handheld","Chinese Winds"
111,Dan.Bau.Electric,string.monochord,"Vietnamese","Single string,electric",,"C3-C6",48,high,127,high,no,"rod control,electric","Modern adaptation","seated","Modern Vietnamese"
112,Chapman.Stick,string.tapped,"Contemporary","8-12 strings",,"C2-C6",2,high,96,high,no,"two-hand tapping","Modern design","standing","Stick Technique"
113,Saz.Turkish,string.plucked,"Turkish","Various regional",,"C3-C6",48,high,127,high,no,"long-neck lute style","Turkish folk/classical","seated","Turkish Music"
114,Dutar.Central.Asian,string.plucked,"Central Asian","Two strings",,"C3-C6",48,high,96,high,no,"silk road tradition","Central Asian","seated","Central Asian Music"
115,Kantele.Finnish,string.plucked,"Finnish","Diatonic,5-40 strings",,"G2-G6",2,high,96,high,no,"plucking patterns","Finnish traditional","lap/table","Finnish Folk"
116,Jouhikko.Finnish,string.bowed,"Finnish","2-4 strings",,"G3-G5",2,high,96,high,no,"bowed lyre style","Finnish traditional","seated","Finnish Strings"
117,Launeddas.Sardinian,wind.triple,"Sardinian","Triple clarinet",,"G3-G5",2,high,96,high,no,"circular breathing","Sardinian traditional","standing","Mediterranean Winds"
118,Fujara.Slovak,wind.overtone,"Slovak","Overtone flute",,"D3-D6",48,high,127,high,no,"overtone control","Slovak shepherd","standing","Slovak Music"
119,Kemençe.Black.Sea,string.bowed,"Turkish","Three strings",,"G3-G5",48,high,127,high,no,"Black Sea style","Turkish regional","standing","Black Sea Music"
120,Gheychak.Persian,string.bowed,"Persian","Spike fiddle",,"C3-C6",48,high,127,high,no,"Persian spike style","Persian folk","seated","Persian Folk"
121,Donso.Ngoni,string.plucked,"West African","Hunter's harp",,"G3-G5",2,high,96,high,no,"hunter's tradition","Malian traditional","seated","Mali Music"
122,Gusli.Russian,string.plucked,"Russian","Multiple strings",,"C3-C6",2,high,96,high,no,"Russian psaltery","Russian traditional","lap/table","Russian Folk"
123,Nøgleharpe.Danish,string.bowed,"Danish","Keyed fiddle",,"G3-G6",2,high,96,high,no,"Danish key fiddle","Danish folk","standing","Danish Music"
124,Viola.Pomposa,string.bowed,"Baroque","Fifth string added",,"C3-G6",2,high,96,high,no,"Bach repertoire","Historical baroque","shoulder","Baroque Practice"
125,Mandola.Medieval,string.plucked,"Medieval European","Various course",,"G2-G5",2,high,96,high,no,"medieval technique","Early music","seated","Medieval Strings"
126,Viola.da.Terra,string.plucked,"Azorean","12-string wire",,"C3-C6",2,high,96,high,no,"Azores technique","Portuguese folk","standing","Azorean Music"
127,Rain.Stick.Andean,percussion.friction,"Andean","Natural cactus",,"Variable",0,medium,64,high,no,"tilting control","Andean traditional","handheld","Andean Percussion"
128,Lur.Norse,wind.horn,"Nordic","Bronze Age horn",,"Variable",1,low,32,high,no,"ancient technique","Norse historical","standing","Norse Music"
129,Đàn.Tỳ.Bà,string.plucked,"Vietnamese","4 strings,frets",,"C3-C6",48,high,127,high,no,"Vietnamese lute","Vietnamese classical","seated","Vietnamese Classical"
130,Tonkori.Ainu,string.plucked,"Japanese Ainu","5 strings",,"G3-G5",2,high,96,high,no,"Ainu patterns","Ainu traditional","seated","Ainu Music"
131,Dizi.Traditional,wind.flute,"Chinese","Membrane hole",,"D4-D6",48,high,127,high,no,"membrane buzz","Chinese classical","horizontal","Chinese Flutes"
132,Xun.Chinese,wind.vessel,"Chinese","Ocarina family",,"G4-G5",2,medium,64,high,no,"ancient technique","Chinese ancient","held","Chinese Ancient"
133,Trống.Cơm,percussion.drum,"Vietnamese","Rice drum",,"Variable",0,high,96,high,no,"stick technique","Vietnamese folk","seated","Vietnamese Drums"
134,Chang.Gu,percussion.drum,"Korean","Hour-glass drum",,"Variable",0,high,96,high,no,"two-sided play","Korean classical","standing","Korean Percussion"
135,Yazheng,string.bowed,"Chinese","Bowed zither",,"C3-C6",48,high,127,high,no,"bowed technique","Chinese experimental","table","Chinese Innovation"
136,Se,string.plucked,"Chinese","25-50 strings",,"C2-C6",2,high,96,high,no,"ancient zither","Chinese ancient","table","Chinese Ancient"
137,Konghou.Ancient,string.harp,"Chinese","Phoenix design",,"C3-C6",2,high,96,high,no,"ancient harp","Chinese revival","floor/table","Chinese Harp"
138,Đàn.Tam.Thập.Lục,string.hammered,"Vietnamese","36 strings",,"C3-C7",0,high,96,high,no,"hammer dulcimer","Vietnamese classical","table","Vietnamese Dulcimer"
139,Haegeum.Korean,string.bowed,"Korean","2 strings",,"G3-G6",48,high,127,high,no,"vertical bow","Korean classical","seated","Korean Strings"
140,Geomungo,string.plucked,"Korean","6 strings",,"C2-C5",2,high,96,high,no,"stick pluck","Korean classical","floor","Korean Zither"
141,Mukkuri.Ainu,wind.reed,"Japanese Ainu","Bamboo jaw harp",,"Variable",2,medium,64,high,no,"jaw resonance","Ainu traditional","handheld","Ainu Instruments"
142,Hocchiku,wind.flute,"Japanese","Root end bamboo",,"D4-D6",48,high,127,high,no,"meditation style","Japanese zen","vertical","Japanese Flute"
143,Đàn.Tranh,string.plucked,"Vietnamese","16 strings",,"C3-C6",48,high,127,high,no,"zither style","Vietnamese classical","table","Vietnamese Zither"
144,Kacapi,string.plucked,"Indonesian","Various types",,"C3-C6",2,high,96,high,no,"Sundanese style","Indonesian classical","floor","Indonesian Strings"
145,Yangqin.Chinese,string.hammered,"Chinese","Butterfly design",,"D3-D6",0,high,96,high,no,"hammer technique","Chinese classical","table","Chinese Dulcimer"
146,Yatga.Mongolian,string.plucked,"Mongolian","Traditional zither",,"C3-C6",48,high,127,high,no,"Mongolian style","Mongolian classical","floor","Mongolian Music"
147,Byangsi.Nepal,wind.reed,"Nepalese","Double reed",,"G4-G6",48,high,127,high,no,"circular breathing","Nepalese folk","standing","Nepal Music"
148,Lingm.Bhutan,wind.flute,"Bhutanese","Bamboo flute",,"D4-D6",48,high,127,high,no,"Buddhist tradition","Bhutanese sacred","vertical","Bhutan Music"
149,Sarangi.Nepalese,string.bowed,"Nepalese","3-4 strings",,"C3-C6",48,high,127,high,no,"folk style","Nepalese folk","seated","Nepal Strings"
150,Dramyin.Bhutan,string.plucked,"Bhutanese","7 strings",,"G3-G6",2,high,96,high,no,"lute style","Bhutanese folk","seated","Bhutan Strings"
151,Pi.Saw.Thai,wind.reed,"Thai","Double reed",,"G4-G6",48,high,127,high,no,"Thai oboe style","Thai classical","standing","Thai Winds"
152,So.Duang.Thai,string.bowed,"Thai","2 strings",,"G3-G6",48,high,127,high,no,"vertical bow","Thai classical","seated","Thai Strings"
153,Ranat.Ek.Thai,percussion.keyed,"Thai","Xylophone type",,"C4-C6",0,high,96,high,no,"mallet technique","Thai classical","floor","Thai Percussion"
154,Kong.Wong.Yai,percussion.gongs,"Thai","Gong circle",,"G3-G5",0,high,96,high,no,"circular layout","Thai classical","seated center","Thai Gongs"
155,Chapey.Dang.Veng,string.plucked,"Cambodian","Long-neck lute",,"G3-G5",2,high,96,high,no,"story telling","Cambodian traditional","seated","Cambodian Music"
156,Tro.Khmer,string.bowed,"Cambodian","2-3 strings",,"G3-G6",48,high,127,high,no,"spike fiddle","Cambodian classical","seated","Cambodian Strings"
157,Pat.Waing,percussion.drum,"Burmese","Drum circle",,"Variable",0,high,96,high,no,"circular tuned","Burmese classical","seated center","Burmese Music"
158,Saung.Gauk,string.harp,"Burmese","16 strings",,"C3-C6",2,high,96,high,no,"boat harp","Burmese classical","seated","Burmese Harp"
159,Khene.Lao,wind.reed.free,"Laotian","Multiple pipes",,"G3-G6",2,high,96,high,no,"mouth organ","Lao traditional","standing","Lao Music"
160,Saw.Sam.Sai,string.bowed,"Thai","3 strings",,"G3-G6",48,high,127,high,no,"coconut body","Thai classical","seated","Thai Bowed"
161,Suling.Bali,wind.flute,"Balinese","Bamboo flute",,"D4-D6",48,high,127,high,no,"gamelan style","Balinese gamelan","seated","Balinese Music"
162,Gender.Wayang,percussion.keyed,"Balinese","Metalophone",,"C4-C6",0,high,96,high,no,"shadow play","Balinese traditional","seated","Balinese Gamelan"
163,Sasando.Rote,string.tube,"Indonesian","Palmleaf resonator",,"C3-C6",2,high,96,high,no,"palm tube zither","Rote Island","seated","Indonesian Strings"
